,text,label
465,if you want to use this arguement then you are assuming a right to free speech seperate from the 1st amendment. you are applying the first amendment but rather assuming 'free speech' is a right granted outside of the constitution. i believe our argument is dealing with applying the first amendment to the states. the case didn't deal with the first amendment at all. where did you get that idea from? it dealt with religion but that is about as close as it gets. ok? was there ever any doubt that the 1st amendment was incorporated since cantwell?,True
466,"who is the 'anyone' you're referring to? how many people in this administration have access to the highest level of intelligence necessary to make this assertion? when the president of the united states tells the american people he is invading another country because he has irrefutable evidence that they possess wmd's, i for one, expected to find proof they existed. maybe they should have said, 'we really think they have wmd's in iraq, it will cost about a trillion dollars to look for them, is everyone ok with this?'",True
467,"what? i have a guess as to what you meanby this, but its worded very oddly.",True
468,"why do so many lifers just skip right past the pregnancy as if it has no impact? i am not talking about parenting. i don't advocate forcing anyone to parent. ever. that is why i support safe haven laws, signing away of parental rights, etc. i am talking about pregnancy. only a woman can be pregnant and should have the ultimate say in whether or not she is. it is her body, not your's, not the state's, not the church's, and not the fetus'.  when it comes to pregnancy - you wish only to legislate the bodies/reproductive organs of women. i bet you would not advocate chemical castration for any male who is not yet ready to be a parent.",True
469,listen if they can be nasty to me i can be equally nasty to them. what part of equailty do you not understand? equality one way or the other that is my over riding concern right and wrong are secondary.,True
470,"not entirely sure whether you are agreeing with me or not:)  i also presume the reference to 'george' relates to the us president ?? if so then i'm afraid the one thing they have done is underestimate the terrorists and, then, in a way realising that, have gone over the top. apart from their fanaticism there is absolutely nothing to indicate that terrorists are anything other than just as capable of planning etc as any other man. indeed all their actions have indicated that they are extremely capable. we have to be more so",True
471,"that was a similar argument used for every single scientific discovery since the beginning of time. were is the biblical proof that god doesn't want cloning? those that said the earth was round instead of flat were labled heretics. many people believed flying should be left to the birds that god created. in fact, some faith's still believe that science is wrong, medicine is a sin. it is a good thing that we don't let religion dictate our science, or we'd still be thumping eachother with clubs and eating raw meat. pride caused the fall of the son of morning, not scientific discovery.",True
472,"i can understand the gay couple adoption, but how does that fit with an unmarried man/woman situation? i'm not trying to give you a hard time. i'm only trying to understand the legal aspect of the relationships between you, your son and his new father.emoticonxconfused  again, congratulations. i've always believed that a father and mother were the best environment for a child to grow up with. emoticonxgood",True
473,"how is our wish and demands for equality forcing our views on you? how is my marriage to a man infringing upon you in any way? how is me being protected from being fired because i am gay infinging upon you in any way? how is my being able to adopt as a gay man infringing upon you in any way? we are asking for the same things heterosexuals take for granted every day. religious groups are trying to stop that equilaty drive by imposing their sick evil religious views though the law. if something effects my life it is being forced upon me if something does not effect your life it is not being forced on you. btw i am still waiting for a copy of this agenda. the religious tight christonazi oganizations, such as afa seem to believe there is one. please i want a copy.",True
474,"how so? i would think 'they shall surely be put to death' (as the av has it) is a commandment, and clearly addressed to the faithful. how can one pick and choose what to take as a commandment and what is god, for want of a better way of putting it, talking to himself!",True
475,"they illegally invaded and are now illegally occupying land? that is a land feud. however, israel is there now and there is no turning back from them occupying that land. however as to that estimate of a 1000 to one thats a bit over the top and exagerated. i do agree with you that if israel went to withdraw to their *natural* borders they would still be attacked. however, israel isn't committing a genocide on the palestinian people, thats just an exageration. i could just as easily say the whole arab world is commiting a genocide on the israel people. but i don't say that. emoticonxangel  also i can see your point about the information given on areil sharon and hamas. however, the palestinians leaders have allowed terroist attacks for years and have been linked to many weapon trades. emoticonxkill",True
476,why are you trying to turn this into a religious debate? no one said anything about finding jesus. all you have done is show your anti-god prejudice.,True
477,could you see language evolving in non social animals? it wouldnt have a reason to.,True
478,"do we want to have control over ourselves? some religios fanatics dont, and thats what im saying. i dont know much on this matter, im only 14. but, ive been to a conservative catholic school, and ive seen what it's like. its a narrow minded hellhole.",True
479,"hmmm, the employment, housing, and accommodation thing is really state based and for employment i am pretty sure every state doesn't allow you to ask about sexual orientation.  as for marriage...anyone is allowed to marry (so long as they are of age). you just have a problem with the definition of marriage. as for the military thing...seems like a complicated issue. where does a gay man shower for example? the womans bathroom? there own special bathroom? the mens bathroom? other issues involving relationships could arise as well. as for the adoption thing...only florida doesn't allow it outright.",True
480,"where'd you find it? i've been wanting to listen to it, but wasn't able to find it from a google search.",True
481,"hasn't every generation moaned about the younger generation? isn't that just a natural aspect of growing older? the current younger generation will do the same in due time, of course. (although loki's got there early!;)) loki: your myspazz says you're going to reading festival. are you camping? if slutty dressing, underage sex, underage drinking, drugs and general chaos worry you, you'll be mortified at reading.:p i'm going as well actually (living in reading and all), but none of the above bother me much. it's their choice after all and i know if someone had a go at me for some of the above i wouldn't be particularly happy. edit: your pictrues (the moving ones) contain underage drinking and slutty dressing. -wez",True
482,"ok, so none can be shown. how many people with a life sentence without parole have died an prison and been innocent?  my point being that a mistake doesn't make the sentence not worth having. in fact, with the death penalty you get more due process than someone with a life sentence...there aren't many advocates for helping those guys out.",True
483,"well if you could scientifically test for the supernatural, it wouldn't really be supernatural, would it? if some god or gods acted in ways that could be predicted and measured by scientific processes, it would be no different to any natural part of the universe.",True
484,try and think about this then. you think the jury is going to be put under external influence to make an unbiased decision if firearms are in the court room. what other decision makers may have this problem if guns are allowed almost everywhere? the president? the senate? judges? don't expect that the jury can't be influenced either. the room cleaning service at their hotels will easily be able to have access to them if they wish and well armed of course.,True
485,"d. adams? :)  this is, of course, an entire debate unto itself. i fully concede that logic dictates that we accept the possibility of life elsewhere. but that it's probable? we simply don't have the data to make that leap. we've got some good theories about how life started here, but we don't know exactly what happened. and even if we did, we don't know how common those conditions are 'out there'. if the conditions for life to arise are so bizarre that they only occur once every 20 billion years, and for all we know they might be, than we may well be the only life in the universe. logically, we just can't say. we don't have enough info to apply logic to the problem.",True
486,"wow, you're only 17? i definately had you in mid 30's maybe early 40's.",True
487,"'compelling argument'? so do you believe the basis of what he's claiming? and are you ready to debate it? because there is no 'overall effect on society and traditional family' from gay marriage. the 'traditional family' has been having its own problems, and has been in decline in these countries long before gay marriage ever was legalized. it's like a guy jumping out of an airplane, and he starts falling to the ground. three seconds later gay marriage is legalized, and conservatives want to blame the fact that he's falling on gay marriage... it makes no sense. there is no causality here... do straight people say, 'hey! gay marriage is legal. i don't want to get married now.' do straight people say, 'hey! gay marriage is legal. i want to get a divorce now.' the 'most compelling argument' lacks any semblance of sense.",True
488,"take a look at your post no. 80 time-stamped 6-26-06 09:55am wherein you said ...in response to my post #79 wherein i said: does that not comply with my claim that you change what i say? back in post #77, i requested that you quote and debunk the links. you merely scoffed at them (as i expected). prior to initiating any other question to me or introducing a tangential argument, please explain the above. i'll be back next week.",True
489,"were they being slaughtered by their own before we pulled our little invasion stunt? no. true many of them were dying horribly under the weight of the sanctions that we were enforcing, but they were not being slaughtered by their own. we went in there, destabilized the country based on lies from our president, with no real plan for controlling the place once we worked our magic. we were actually stupid and arrogant enough (at least some of us) to believe that our system is so vastly superior to anything else in the world that the iraqis would just line up to be our unofficial 51st state. didn't work out that way.  now we find ourselves fighting on the side of the islamic fundamentalists against those who do not want to live in a country controlled by iran. worlds a funny place.",True
490,"who said pregnancy is the only bad thing? we already talked about ceverical cancer. furthermore, condoms don't always work...bad protection. maybe not, but wearing a bright red sign that says 'stalk me' sure will get the ones that are out there. your limited world shield you from the realities of life...which is really a bad thing i suppose but it gives a better reason to listen to your parents. aren't you a warm-hearted person you are in cancun talking to people on a pointless forum... does anyone else think this is rather odd?",True
491,"the top 10% of people in this country pay 67% of the taxes. most of the money from the middle class? no, not at all.",True
492,"it is more than the claimed evidence is questionable. it is that the evidennce that is claimed is not evidence of what is claimed. someone might take a snippet of fact or perception and see 'see, this is evdience of god'. however, it is not 'evidence of god' unless you assume god first.  i remember distinctly going out to a 'haunted' house with a friend. they pointed excitedly to the ghost they saw in the upstairs window. i had to point out to them, it wasn't ghsot at all, but rather it was the reflection of a street light. now, was that light in the window evidence of a ghost?? nope. was it claimed to be?? yep.  same thing with the 'evidence' for prayer causing the terminally ill to become healthy. it does not hold up to scruntiny.",True
493,"really? so suppose that you have two models for the way the solar system works. you measure where the planets are today in the night sky, and you use both models to predict where the planets will be ten years from now. in ten years you make actual measurements. the predictions of the first model for mars are off by, say, a tenth of a minute of arc. the second model is off by a hundredth of a minute of arc. (for comparison, the full moon in the sky has a width of about 30 minutes -- i may be wrong about this). so, are you saying the first model is wrong? the error seems to be pretty tiny (by most standards). what about the second?",True
494,"backpedaling? how's that? my original answer is that it's wrong to force children to have sex with old men. that is my answer still. where has it changed? in fact, each post i've made is an affirmation of the one before it. how is that backpedaling? there are absolute goods and evils. that is, there are certain things that are good or bad. how is that saying something different? certain things are bad. period. just like certain things are wrong, no matter how many people think that they aren't wrong. period. is that clear enough for you? i hope so because that's what i've been saying all along and you'd have to be high to think i've changed my position.",True
495,"no your question isn't about 'right to life', but more appropriate your questioned should be 'do they have a right to continue life'? and my answer is absolutely yes!  at the living single cell, when the unique properties of a complete human being is created, it is living, not dead. who has a right to kill another human being's living existance? no one has that right in a civil society, but we haven't reached that society yet, but one day maybe.",True
496,"the following have published disputing primarily the effect of humans on climate change, but have also challenged the core science behind global warming -  tad murty jan veizer ross mckittrick/steven mcintyre that's just 4 guys i picked off the top of my head. i'm sure i could post you a list of a hundred or more, but would it really matter? you may not agree with them, but the fact remains that they are competent scientists who interpret the data differently than you do (or at least those on the side you've chosen to take do). it's pretty clear to me that the data is not indisputable, and that there is not a complete consensus among those qualified to speak on the data.  the problem is, al gore is out making movies while these guys are actually doing scientific research. waxy",True
497,"it's a pretty obvious counter question, i'm surprised it caught him so off guard. what's his name, if you don't mind my asking? i've got friends in illinois who would appreciate knowing about this, if they're in his district.",True
498,"well, you ignored the part where i said 'voting'. but imo legislative solutions are part and parcel to popular appeal because legislators are voted in on that basis. any legislator claims to 'do what's right.' so elections tend to be popularity contests. and legislators tend to want to keep their constituents happy. oh and just to make sure you understand this kronos so as not to get off in the wrong direction, this is my opinion, just like everything else i've said. it is not a lie. how is that even relevant? i never claimed it was a first resort.",True
499,"one idea per episode? there were always at least 4; one for each main character. and they always linked together perfectly. with the exception of a few episodes at the beginning and the last one, seinfeld was always gold.  the simpsons, on the other hand, has sucked for the last few years when they turned to the 'pick a celebrity guestspot' system.",True
500,"i'm concerned with u.s. history. i'd rather go back 200 years. i'll see what i can find - out of time tonight however.  isn't the big bang part of evolution? i don't notice atheist authors, or the aclu, using it in politics much.  what else can influence morals?",True
501,"if you want the benefits of marriage, get married. but you ought to be able to marry a person of your choice. your suggestion would be to marry someone i don't want to me married to, that is a different thing. it is not using 'that logic'. i thought marriage was supposed to mean something to you. isn't it supposed to mean a commitment with rights and responsibilities? i am not proposing that anyone enters into that commitment lightly. i happen to think that's a bad idea. people get married for many reasons, some of which i would feel are not good reasons, but i would not make it illegal to do so.  i am talking about the right to marry a person of your choosing.",True
502,"jito, you said that you have a 'fabulous kid.' is this how you would describe your pregnancy and his birth--as you do above? was it just another pee? was there no 'romance' or beauty or emotion or love involved? was it merely a biological occurence? if one cannot see the beauty and joy in love and babies and birth, i hope they will awaken to the wonders of the world. woman have many gifts. motherhood is a great one--the very powerful influence of shaping the future in our children. but yes, women are capable of much more. i have not said otherwise. my statements have been reduced to a perceived condescension. i will address more of your posts later.",True
503,"jito, i forgot to thank you for agreeing with me on eugenics. what is that?...the second or third time we have ever agreed? well, you have only 8,966 more things to agree on with me to show you have converted to proper thinking! emoticonxangel  consent is relevant when it is relevant. do you deny that women engaging in sexual intercourse (outside of rape or some other type of coercion) give consent to engage in an act that may result in pregnancy? i never said that sex was only for procreation and i don't believe it is. i do believe, however, that the procreative potential of sex must be respected. i do believe that when a being comes about as the result of a sexual act then that being should be respected.",True
504,"what knowledge do you have concerning haliburton?  they are a conglomeration construction companies who, because of their qualifications, get overseas contracts. knowledge of codes and history of quality being factors. you seem to oppose their success. why?",True
505,"who appointed you forum moderator? i just asked obvious child what he thought should be done with iran? i never claimed to have all the answers, but i do share my opinions like everyone else here does.  seig heil to you too!",True
506,"if a frog had wings he wouldn't bump his butt when he jumped. based on results paul had more influence. how can you simply ignore the obvious? christianity has hurt itself over and over again because of it's unwillingness to concede that sometimes it's wrong. how long did it take the church to acknowledge the earth moves around the sun or that the earth wasn't flat.  instead they either ignore the issue, bury it through violence or intimidation, or come up with some ridiculous idea that is based on nothing to justify why they are right.",True
507,"can you think of the mental trauma of having your rapists baby? and then caring for it? for rape victims, no i still don't think abortion should be the first choice, but it should be available.",True
508,"probably because the article is irrelevant. either way, i posted an article to make you happy so quit compaining and just answer the question with some respect. thanks for just simply answering dog....i'm not sure why it is so complicated. if you don't ask race than how can you be prejudice? there is also no proof that people would currently be discriminated against. but current affirmative action is a topic for another thread.",True
509,"and you can thank the unions with their inflated wage/benefit packages they strongarmed from companies/municipalities for the high cost.  oh yes it is. new york is the only state where pbulic sector jobs, which bring little to no growth to an economy actually outpace the private sector. and you still think that heavy industry is the end-all be-all to economic survival?? america has a dynamic economy, not static.",True
510,is homophobia an instinct? because i really have no clue where it came from...,True
511,doesn't that depend on exactly what israel is doing? you can't treat the country as a whole in everything.  do i support some of their actions? no. do i oppose some of their actions? no.,True
512,"you didn't prove anything. you just explained why it could be false or said it didn't matter. emoticonxrolleyes  'we've seen all of those things, and guess what, they weren't exactly as claimed. it was another american deception. another lie exposed.' how do you mean? i'm not aware of any deceptions thus far.",True
513,separate but equal is never equal? which are better? boys' or girls' bathrooms? other than that last statement i agree 100%. i don't believe gay civil unions are separate but equal but i do believe they could be if we wanted them to be. unfortunately the people who seem to only be against redefining marriage and for civil unions never want to give gays all the rights of marriage in a civil union.,True
514,"studies about what? that some people are more talented than others?  i'm afraid that falls under the umbrella of 'common knowledge'. so? it would change nothing, since i was pointing out why i responded the way i did.",True
515,"another opinion- the sugar jar does symbolize the fetus, and the sugar the mental awareness. but just like people value their fine china. why is it that they cannot value something that is more valuable?! that is my point. another thing is this. why is it that you speak of a fetus that will never have mental awareness?! how would you know if you kill if before it can even develop mental awareness?!  also, i never said that i do not value someone who is not able to move. or think. where did you get that from?!",True
516,"is the legal aspect of it disputed or only whether it is immoral? i may be tooting my own horn, but this thread discussed the moral aspects of abortion in general, and this was my contribution. is that sort of what you're looking for?",True
517,"ya know what? this has inspired me to make a thread, hold on a sec.",True
518,no one doubts the adjective sense of the word ;) and what is special about the human aspect? that was my question.,True
519,"truth can be found in god. we as humans have a relative idea of what truth is because everyone will not agree on what is truth and what is not. for instance, one might say that europe will regain world power or that america will remain the world power but if everyone doesn't believe it how true is it? but universal truth can be considered aboslute such as math. 1 + 1 is 2, 12 inches equal a foot, etc. the question will remain to be unanswered until god reveals what truth is.",True
520,"have you ever considered the possibility that he cares about you? that he knows you? and that he cares about those in the womb? this is always the charge hurled at me but it is never founded. you cannot find any misogyny in my writings but rather a great respect for women and their value and dignity. this is why i argue so strongly against abortion. yet, any oppression, or insecurity, or hardship, or difficulty they face, though real and challenging, is not justified in the face of destroying the life in the womb. though abortion reigns freely and forcefully and abundantly still the oppression and abuse of women endure. one reason they endure is that people are looking in the wrong place for a solution--they are looking to abortion when it offers no solution.",True
521,the simple and most usual one would be bluntly that marriage is and always has been between members of the opposite sex. there may possibly have been some strange aberrations in the past but essentially that has always been the bottom line even for homosexuals. in addition to those there will be those who oppose it on religious grounds. and why shouldn't they if they so wish ? marriage is an institution not a right. if you don't qualify then you don't enter. by all means campaign to have the rules changed but don't be surprised if they aren't.,True
522,"this assumes brain-dead is a logical choice to consider one dead. even so, it proves nothing about when life begins. what says they have to be the same? this is a classic example of a conclusion not following from the premise.  yeah, that is correct.",True
523,"this an example of what i am saying you choose to ignore the moral command from the ot to burn witches whereas in the middle ages that moral command was followed this passage also mentions that you must pay taxes as well, are you rebelling against god if you complain about the redistribution of wealth through taxation if it set by the governing authority ? i also believe that passage can cause all sorts of problems, for example a fascist regime is a governing authority should you submit to a government that is morally unjust ?  bad in general, and no i don't think the same. as i said i have started to modify my socialist principles, i have a great sympathy for the anarchist way of thinking. where the state is a way to oppress the masses.",True
524,"what is this fsm? if it follows what god says, then it would be a suitable compromize, but i've never heard of this fsm.",True
525,"but that doesn't answer the question. why is dawkins a xxxxx to believe as he does? it seems that you have no answer except to throw out indiscriminate insults at people you know nothing about. in a previous post you stated, 'the guys a simpleton.' that doesn't make sense as there is no verb in the sentence. 'guys' is the plural of 'guy'. you don't seem to be aware that the contraction for 'guy is' is 'guy's.' your error is caused by ignorance whereas trebor's is clearly a typo caused by the proximity of the 'e' and 'd' keys. do you have a better explanation for our origins that doesn't involve magic and dirt?",True
526,"by 'church' ... do you mean the group of people who are christian (ie. congregation) ? the institution of church? to orthodox, the church is a living earthly embodiment of jesus christ. the role of orthodox is to be like god... by following his example. we are called to return to him, but we are separated from him by sin. we are living icons of god.",True
527,"so now it is not about nuclear weapons ? first of all you need provide a direct link that the iranian government are directly funding terrorist groups, you need to make sure it is not a private citizen or a rogue element in the secret service.  the perfectly analogy is the ira, us citizens gave shed loads of money to the ira. how would you have reacted if the uk bombed the us because the actions of a tiny minority of us citizens ?",True
528,"do you know what a fatwa is ? the burden of proof is on those who want an invasion, iran can not prove that is not trying to develop a nuclear weapon. you can not prove a negative. honestly i don't think people have learned the lesson from the iraq war.  what did we hear before that invasion from the warmongers in the us and uk ?  the exact same thing we are hearing at the moment. that the regime is evil, they have wmd, they have links to aq etc surely the people are not dumb enough to fall for the same tripe again ?",True
529,what do you find disrespectful about it? maybe it is 'disrespectful' but i sometimes that's not necessarily so bad. i don't think it rises to the level of being offensive.,True
530,"look, it's a serious disease. i've never denied it was. there's no need to pursue which disease is more serious than another disease. hiv/aids is a treatable, uncurable, and potentially deadly epidemic. i don't understand what you point or solution is. i support taking multi-faceted approaches, recognizing that people are different, how they live is different. you repeat some of what i said in regards to that, then assume i mentioned it because i don't think it's important. you had a few negative comments on condom use earlier, saying it is not 100% effective(no way of having sex with another person is). are you suggesting only one, narrow approach that involves moralizing? i believe that would drive sexual practices underground. i also support needle-exchange programs for drug addicts, as part of harm reduction, by the way.",True
531,"is free speech applicable to under aged individuals under the tuteledge and care of educators entrusted with their welfare and behavior? if so, why? they don't pay taxes, the add nothing to the gdp. who cares what they have to say?",True
532,"huh? emoticonxconfused  i think that you meant to say that she can't take down a sign that isn't on school ground. in this situation, the sign was across the street from the school property.",True
533,"islam is no more built on hate, burder and death than christianity is. do i have to remind you of the inquisition, the holy land wars, the witch burnings, etc.? if you try to claim that what some islamic people have done represents the whole religion, then i can do the same with those things that i listed, only for the christian faith. and don't even get started again on satan being a fallen angel - yes, we know about your beliefs that angels do not have free will, and yet rebelled against god, so we don't need to go into any more of that garbage.",True
534,"what? you didn't know that religious people are the only ones that are supposed to be silent and never try to take part in democracy, while everyone else gets to do so? where have you been? emoticonxdonno  i wonder sometimes if opponents of religion really even stop to think about what they're really saying.",True
535,what's your opinion of religious people who believe evolution is merely a part of creation?  there are non-literal creationists out there in large numbers.,True
536,"see there is such a thing as heterosexual privledge. some heterosexuals will do anything, or say anything to protect this privledge. for the christianist it is all about control, and money. the christianist will say anything or do anything to maintian their money and control. take own own archangel, for example, in everyone of his posts he extols his religious beliefs and his belief that everyone should be both hetero and his brand of christian. one must ask themselves; why does he peach against something that does not personally effect his life? i have come to the conclusion that he is afraid that he will loose his heterosexual privledge and his control as a christian.",True
537,"it's already illegal to employ illegal aliens, so rather then create a fine structure i would guess you would want to increase it, or add on some jail time? right now the punishment for hiring illegals is clearly worth the risk. how do you propose renters make sure that their prospective tenants aren't illegal aliens? you can't expect everyone to lay their hands on their birth certificates, you can't ask for social security cards, and most other id's are sadly easy to get ahold of, not to mention not really proving citizenship. how do renters make sure that they only rent to those they're supposed to?",True
538,"get real! all christians are being painted with a broad brush of prejudice from the left. there are over what a billion christians in the world? how many are pedophile priests? how many protest funerals?  sorry, bad editing job on my part. i rewrote it for clarity and left out an important part. emoticonxbanghead i meant that 'islam', the religion that flogs or kills homosexuals, is given a pass from the left. i don't hear the left crying about the injustices towards gays by islam. instead, the left is obsessed with bashing christians, which are, for the most part 1million times more tolerant than muslims towards gays.  see correction above. don't ever get old, it screws with your mind. ;)",True
539,"no, i completely agree. it's frustrating from a woman's point of view also. does this mean that if a father and mother take their child out somewhere, it's solely the woman's responsibility to take care of the child? things should definitely be levelled when it comes to parenting.",True
540,does everyone who is in nambla identify as gay? i really don't know.,True
541,"i've been following the story here all afternoon bbs. i'm sorry that you're going through this, but what has scotland done to upset radical islam ? nothing that i know of. could it be they have declared war on the west in general and as a whole ? i mean, i have been told over and over again how these radical moslems are just confused souls and the real enemies we must fear are the radical conservative christians like me who actually pray for the unsaved. talk about scary people, huh ?",True
542,"persecution on political grounds? we are talking about a kingpin of russian organized crime here. he has been indicted in russia for fraud and political corruption (bribing politicians) and there is absolutly no question that he is guilty as sin. now he is hiding in britain and actively planning a violent coup in order to overthrow the elected government...and he lays all this out to a british newspaper.  political persecution if he returns? probably not. execution for treason? that one seems more likely.  in the extradition rhetoric arena, the russians are looking a lot more reasonable then the british.",True
543,"and a non-person is a non-person no matter how large it is! and i just say that it would be unjust and unfair of you to force metaphysical belief systems of your own which constitute religious belief upon your follows who may believe otherwise than you. get pregnant and treat your fetus as a full person if you wish, nobody will force you to abort it. let others follow their own beliefs differing or the same. otherwise you attempt to obtain justice by doing injustice.mo since you are not pro-choice what position are you to say what a pro-choice view is or would be? a consistent anti-choice view would be to force a rigid and unjustifiable moral code based on religious belief upon all women in a society. time after time such a concept has proven faulty. reply with quote",True
544,"please clarify what you're saying here as it makes no sense to me. what point are you trying to make ? off the top though, any comparison you make with being black and homosexuality is false because the bible doesn't condemn being black but it does condemn the homosexual act/lifestyle. and who does the anti-defamation league promote hating ? i am unaware of it if they do it.",True
545,"my wife and i watch it faithfully, and there are very few shows that i make a point of watching. we've seen all of seasons 1 and 2 twice now. it really is an excellent program.  any word on season 3? i notice kevin mckidd (lucius vorenus) has his own show premiering on nbc in the fall. i'm not sure how he could film both shows at once, and rome wouldn't be the same without him. he and titus pullo make the show for me. i can't imagine what the show costs to produce per episode with all the sets, cameras, and wardrobe, but the visual presentation of the show is incredible. it brings ancient rome to life. i imagine the price tag is one of the main reasons there aren't more shows like it. waxy",True
546,mind if i ask if you drive yet? if so do you have any points on your license? 2mph seriously isn't a huge ammount and neither your speedo or the mobile cameras are usually calibrated to be that accurate.,True
547,"does the enormous pay of ceos help the economy? probably not. would prohibiting enormous pay of ceos (threatening to fine or imprison people if they violated an arbitrary cap on salaries) help the economy? certainly not. is rawls argument correct, and all that remains is for us to work out the details of a totalitarian state to enforce his ideals? no.",True
548,"is this a case of the truth hurting? then i guess it would work both ways. how do you feel about 'christians' slagging off non-believers, declaring that they will end up in hell for denying god? conceited? yup. could i give a toss? nope. how do you think non-believers feel about the smugness of christians? and it's not just me who thinks they're fairytales and that christians are delusional, as you well know. so why personalise it? apart from that, a lot of us here have a thick skin. this is a debating forum, and there is little room for those with delicate sensibilities who feel insulted at the pov of others.",True
549,"well, signorile certainly didn't back up his opinions in this instance. how do you know it's the truth? if it were definitive, i'd be more inclined to agree. it's not 'common knowledge' that merv griffin was gay, at least not outside of hollywood. i'd never heard it myself. i don't see how you could know for certain anyone was gay that was in the closet unless they admitted to it or were seen doing something that made it clear they were (like having sex with someone of the same gender).  and the idea he should be hold some responsibility for not talking to reagan about aids in the 80s is absolutely opinion.",True
550,"well, since we are talking about a gay man, i would guess it would most likely be masculine. yeah, you are being kinda homophobic. why would you possibly care if a gay man sees you in the shower? they're not going to do anything to you. if you treat someone differently for no reason other then the fact that they're gay, that's homophobia. gays are just like everyone else, excpect they're sexually attracted to the same gender. their interests cover the same spectrum as yours, sex aside. they are just as likely to be masculine or feminine as a straight man. gays are, in everyway outside of sexual preference, just like straights. so while you can certainly be selective about who your friends are, if you write someone off just for being gay that would be a shame, and a sign of prejudice.",True
551,"you do realize i've provided you many links that explained it was not 'red, soft tissue' that was found, right? you remember this, don't you? and yet you keep peddling the same story every couple months. why is that? http://talkorigins.org/faqs/dinosaur/flesh.html so, again, it's not 'red soft tissue' that was found. it's the permineralized remnants of what seem to be osteocytes, blood cells, and blood vessels. not exactly the 'fresh meat' you seem to like to imply it is. the samples were soaked in acid to remove the minerals. exactly how 'red' and 'soft' was this tissue. keep going, you make yourself look more the fool everytime",True
552,"don't you all understand that another great evil has left the earth? i know steeeeve, and jyoshu that you would both celebrate the death of osama bin laden. why can you not understand then that to gay people these religious right evil freaks are equlivant to bin laden, especially this evil man, who is one of the promoters of the ex gay movement.",True
553,it did not because it was not clear till the 1970s that horizontal gene transfer was something to be considered. nobody knew the mechanism till that era. and of course hgt is just another form of variability to be taken into account. genes transfered horizontally are as subject to selection as anyother form of gene. once intergrated into the recieving genome they are simply one more heritable element and if they alter the phenotypes (many are either neutral or even inactivatee) then of course they are subject to selection. why do you think otherwise? remember that horizontal transfer is a rare event roughly on a par with ordinary mutations.,True
554,"so? anyone can be a victim of sociopaths, no matter what their version of the golden rule. making one vulnerable or not, it's still a 'nicer' form of the ethic. what makes 'social cohesion' is peoples' desire for self-preservation, not compassion for others. that's not the golden rule, it's just the understanding that people are better off if they get along with others. it's sort of like the 'mutually-assured-destruction' doctrine of the cold war.",True
555,"well, the actual personality of the computer is in the hard drive. ram really isn't anything but a notebook, and the motherboard is more of a nervous system. so the processor and hardrive is the mind- the processor being the modivator, and the hard drive being the memory. if i were to take the intel p3 out and place an athlon xp 3000+ in it's place, would the computer be a different computer? no. it would be the same computer.",True
556,"don't you see the foolishness of that based on your own personal life experiences as a sentient human being? no. you were the one who posted that something does not need to be sentient in order to be alive. why, then, do you distinguish between two things that are obviously both alive, both of which are parasites on their hosts?",True
557,"you really are an opinionated and arrogant chump. who said that the estimated age of the universe at 14 billion y.o. is a fact? it is a figure based on man's increasing knowledge and understanding. that the figure is adjusted from time to time shows that science does not rest. on the other hand, having faith that the bible is inspired, without testing it's veracity, and then basing your life on it, it absurd in the extreme. clearly you can't differentiate between the different meanings of the word 'faith'. swallow this:",True
558,"if they are used in reference to god, then how can you possibly say they don't refer to god??? jesus himself said he he and his father are one, in john 10:30. and the three appear together numerous times in parallel grammatical construction, denoting equality. it's a harder argument to make that the three are not god and that any one is lesser than the other in terms of divinity, than to say they are god.",True
559,"i just don't see that being a huge factor. it might help some, but if my goal was to improve foreign relations reigning in spending would not be the first approach i would take. can you expand on your reasoning? the start of that chain is belligerence, not out of control spending. seems to me that if you want to control spending you should work on foreign relations. that way you get into fewer wars, and when you must fight you have others helping and sharing the cost.",True
560,"did prohibition of alcohol do any good? nope, just made the criminals all the more powerful. did prohibition of drugs do any good? nope, just made the criminal all the more powerful. will prohibition of legal firearms do any good? not a chance in hell. banning legal ownership has never, ever, ever done anything toward ending the illegal use of something. never has, never will. it's absolutely impossible and just shows far for withdrawn people are from the real world in their thinking.",True
561,"challenge god i'll accept. all the others are open to challenge, otherwise how do you explain: john wycliff martin luther thomas moore thomas cromwell oliver cromwell george fox john wesley charles darwin helda camara need any more? all believers, all christians in fact, all challenged one or more of your list. the history of the church is one of continual attempts to move closer to god, disrupted by human failings.",True
562,"how so? one thing that determines if it's on the turf of science is whether or not it's even a 'proveable' matter to begin with at all. i doubt you'll find too many christians who would say you (or they) could measurably prove god, empirically.",True
563,"obama is a fresh face and very appealing......but does he have what it takes when the next big foreign policy crisis hits? obama's remarks that he would sit down without any pre-conditions to meet with the likes of iran's president and the north korean tyrant is very naive. of course now he has chaned his tune a bit and talks about 'processes' before any meeting but it illustrates his lack of experience in foreign policy. as for the economy....change is needed but what kind of changes? it needs to be the right kind of changes, change for the sake of change will not fix any problems. besides obama has not said how he will pay for these changes when there is a big deficit. obama will be ready 8 years down the road but not now.",True
