,text,label
2094,# Or staying home. # /,0
2095,"{F Um, } {D you know, } [ what, + what ] kind of a structure is it going to be.  /",1
2096,Is there {D like } a mandatory nap time? /,1
2097,"{C and } another consideration is [  how many infants or  children are they, + ] what's the ratio [ of, + of ] teachers [ to -- +",1
2098,"{C and } if your child would be maybe sleeping in that crib all day, - /",1
2099,"just your child, [ and, + or ] do they just put any child in any crib --",1
2100,I hope you're ready for this. /,0
2101,It's pretty power isn't it <laughter>? /,0
2102,"When [ you, + {E I mean, } you've ]  heard [ the, + the ] slogan,  {F um, } if you outlaw guns then only out laws will have guns. /",0
2103,{C So } why have any restrictions at all? /,1
2104,"{D Well, } [ I'm still, + I'm still ]  puzzled though, what is the argument,  /",0
2105,"how does the argument work [ if, + {F uh, } if ] the bad guys are  going to have guns anyway.  /",0
2106,"What's the point of putting  a restrictio-,  /",0
2107,"[  Is it, + {F uh, } is it ] a way of raising the prices of illegal guns? /",0
2108,"does that, {F uh, } mean advantage? /",0
2109,"[ [  You, + you're, ] + you're ] from California, right? /",0
2110,L A area? /,0
2111,You've been to the city? /,0
2112,What if you're looking down the barrel of a hand cannon? /,0
2113,"[ What if, + {F uh, } what if ] you think someone's trying to hurt them  and you make a mistake? /",0
2114,"[ I, + I'm ] beginning to wonder [ is, + ] where do you get gas at.  /",1
2115,"I don't know if it's still, {F uh, } limited like it was,  /",0
2116,"What,  /",0
2117,the availability? /,0
2118,You mean the diesel availability? /,0
2119,"{C But } [ yo-, + you ] got [ the, + the ] three fifty in the van? /",0
2120,"{F Oh, } it's that one  that's about, {F uh, } what an inch and a half wide. /",0
2121,Got a bunch of groves in it. /,0
2122,"{D So, }  {F uh, } what do you think about child care <laughter>. /",0
2123,how come you wouldn't take them to a day-care? /,0
2124,"Just because of the, -/",0
2125,How was it? /,0
2126,"{F Oh, } she did? /",0
2127,"{D Well, } they'd never picked it out, though? /",0
2128,"{D Well, } what do you know about Latin American policies? /",0
2129,Marcos -- -/,0
2130,"{D Well, } you know who I'm talking about. /",0
2131,"{D Well, } what do you think of, {F uh, } this, {F uh, } U S free trade agreement we're working on with Mexico? /",0
2132,"{D You know, } why not <laughter>. /",1
2133,What kind of work do you do? /,0
2134,Married? /,0
2135,"You see the old, {F uh, } cigarette ads, {D you know, } about you've come a long way. /",0
2136,You've come a long way baby? /,0
2137,How do you feel about public schools? /,0
2138,How about you? /,0
2139,# What # do you think's wrong to cause # that? # /,0
2140,"# {F Oh, } is that right? # /",0
2141,"I was going to ask you [ if there, + if that ] was an option. /",0
2142,"{D Well, } Steve, did you go to college? /",0
2143,{C So } you probably could give some great advice. /,0
2144,"{D Well, } [ what's your ca-, + what's your interest, ]  /",0
2145,"[ [ Wh-, + what, ] + what ] type of advice do you think you'd give to [ a, + a ] parent? /",0
2146,To a parent? /,0
2147,Does that make sense? /,0
2148,"{F Oh, }  [ you, + you're ] at the office now? /",0
2149,At work?  /,0
2150,Yeah.  /,0
2151,"would you, {F uh, } advise a private school, or a public school, /",0
2152,"{D you know, } what's the trade off there,  /",0
2153,does it have a big ten football team  /,1
2154,"is it a PAC ten school, {D you know. } /",1
2155,"{C and, }  {F uh, } {F um, } where was I at?  /",0
2156,Do you have a personal computer? /,0
2157,"You do,  in your home? /",0
2158,Do you find you use it a lot? /,0
2159,What kind do you have? /,0
2160,What kind of a computer do you use at work? /,0
2161,"What is that [ tracing, + tracking ] the flights and things? /",0
2162,How long are we supposed to talk on this? /,0
2163,Have you just started doing this? /,0
2164,{F Oh } really? /,0
2165,"[ W-, + where ] do you work? /",0
2166,"{F Oh, } you do? /",0
2167,"That's [ why you + <laughter>, why you're ] making these calls, right? /",0
2168,"{F Oh, } you do know Lotus, {F huh? }  /",1
2169,Do I start calling in myself  /,0
2170,did they give you a number to call? /,0
2171,"{C so } then, do you get the five bucks  /",0
2172,Didn't they --,0
2173,"{D So } [ why, + why ] are we doing this? /",0
2174,{C And } you're in what city? /,0
2175,"{D Well, } what are you doing way in Washington? /",0
2176,{C So } I imagine they use personal computers. /,0
2177,Do they do their correspondence on it? /,0
2178,Does your family normally have a reunion?  /,0
2179,"Do you have one, /",0
2180,How about your family? /,0
2181,{C And then } where do you meet? /,0
2182,Do you have relatives in Vernon --,0
2183,"{C so } this town hall that you meet in, is that like a, {F um, } -/",0
2184,"# Potato salad and, {F uh, } # -/",0
2185,"Do they always have <laughter> [ the, + the ] one person in the family who [ knows, or + everyone thinks they know ] how to make this the best,",0
2186,"Do you have [ a, + a ] certain way that everything is placed out on the table [ every, + every ] year?  /",0
2187,"Is there kind of a, {D you know, } - /",0
2188,salads go first and things like that? /,0
2189,"[ Have you, + have you ] done this repetitively, or just once? /",0
2190,How old are you Lisa? /,0
2191,How old are you? /,0
2192,"{C and } [ where are you from, +  where are you calling from? ] /",0
2193,"{F Oh, } really? /",0
2194,"{D Anyway, } {D so, }  where's your favorite place to go? /",0
2195,Where in Arizona? /,0
2196,What do you like about Tempe? /,0
2197,"Pretty hot isn't it, in the summer? /",0
2198,Been to Hawaii? /,0
2199,have you? /,0
2200,Around Christmas time? /,0
2201,"{F Oh, } really? /",0
2202,"{C So, } do you --",0
2203,Do we travel a lot?  /,0
2204,"{C So } you know a lot of good vacation spots, {F huh. } /",0
2205,<Laughter> That's your favorite? /,0
2206,Have you been there? /,0
2207,"[ Where, +  where ] do you live? /",0
2208,"{D So } do you go to school in Provo, Utah? /",0
2209,Do you use NuSkin skin care.  /,0
2210,Do you? /,0
2211,"{F Oh, } really? /",0
2212,"Since we're not supposed to talk about this, though, is there anything more intensive for the eye area than the eye cream? /",0
2213,Do you know? /,0
2214,Than the intensive eye? /,0
2215,Do you use it? /,0
2216,Are they good to work for? /,0
2217,Do you go to school? /,0
2218,Uh-huh. /,0
2219,Do you ski? /,0
2220,you probably ski very well in Utah. /,0
2221,Why did you move to Utah?  /,0
2222,"[ You're going, + {F oh, } you are going ] to school?",0
2223,is that where B Y U is? /,0
2224,"[ Pretty, + pretty ] down there.  {F Huh? } /",0
2225,"{C So, }  where, have you skied? /",0
2226,{D so } you're a sophomore.,0
2227,What are you studying? /,0
2228,{C And } it was great? /,0
2229,How long did you get to stay there? /,0
2230,"{F Oh, } really? /",0
2231,"{F Oh, } really? /",0
2232,"I don't know what the crime is like  where you are,  /",0
2233,Really? /,0
2234,"What, {F uh, } kinds of activities do you spend with them?   /",0
2235,Is it  ((   )) ? /,0
2236,"{C So } do you find it difficult to find time,  /",0
2237,Do you work # during the day? # /,0
2238,"{D So } what do you feel are the current trends in the way families spend time in general, {D you # know, } in America? # /",0
2239,"{F Oh, } really? /",0
2240,"[ {C but, } + {F um, } {D so } ] did you hear what the topic was -- /",0
2241,"-- did she tell you,  /",0
2242,"{D well, } if you're ready, then, {F uh, } I'll just go ahead and start. /",0
2243,"[ Ho-, + how ] many kids do you have? /",0
2244,Two? /,0
2245,"Are they young,  /",0
2246,"Have you been following [ the, + {F uh, } the ]  progress of the  ((   ))  space (( health code )) ? /",0
2247,"I don't know if you ever watch  (( Gallagher )) , {D you know, }  /",0
2248,"[  Wh-, + [ i-, + ] what ] would we do without it?  <laughter>. /",1
2249,What did we do without it back then? /,1
2250,"it's also just [ I've, + I've ]  often pictured, {F uh, } in my mind, {D you know, } [ what it would be like to just, + what would you find if you just ] [ kept on going, + kept on going? ] /",1
2251,"{F Oh, } you did? /",0
2252,Do you want to start? /,0
2253,Do they have many buildings that have security there? /,0
2254,you know  what I mean. /,1
2255,"{D well, } [ wh-, + what's ] the difference there,  /",0
2256,do you know? /,0
2257,what do they get paid. /,1
2258,Are you a player? /,0
2259,Has it? /,0
2260,"{D well, } Myrna, how do you get your [ news, + news? ] /",0
2261,"Is there any, {F uh, } - /",0
2262,"what did you think about the coverage {D like } over in the, {F uh, } Persian Gulf? /",0
2263,"{F Oh } really,  /",0
2264,to commute to work? /,0
2265,"[ Are, + are ] you in Baltimore itself? /",0
2266,"{F Oh } really,  /",0
2267,in Baltimore? /,0
2268,{D well } they might be car pooling too.  /,0
2269,Do they car pool in?  /,0
2270,Are they driven by themselves. /,0
2271,They didn't call you for Mother's Day? /,0
2272,You weren't home? /,0
2273,"[ [ have you, + did you, ] + have you ] grown up in Dallas, Stephanie? /",0
2274,"{F Oh, } where are you from? /",0
2275,What kind of vacations do you like? /,0
2276,"Are [ you a, + you a ] hiker, or not? /",0
2277,"Not so much, {F huh? } /",0
2278,"{C So } [ [ your, + your next, ] + your plans ] are try to find someplace to [ s-, + scuba ] dive. /",0
2279,You have any children? /,0
2280,"Have you been [ a, + to a ] lot of the different historical sites? /",0
2281,"{D So, }   how do you feel about capital punishment? /",0
2282,What about yourself? /,0
2283,What state are you in? /,0
2284,"{F Oh, } really? /",0
2285,In Dallas? /,0
2286,"{F Oh, } really? /",0
2287,"[ Where, + where ] are you calling from? /",0
2288,"{D So, } {F uh, } {F uh, } what are the laws like in Texas? /",0
2289,"{F Oh, } really? /",0
2290,"I don't know if you've ever, - /",0
2291,"I'm sure you're familiar with it,  /",0
2292,"{C but, } have you seen the movie? /",0
2293,{C And } they do it that way? /,0
2294,Is that right?  /,0
2295,Are you there in school? /,0
2296,Has a real bullets - /,0
2297,{C and } the rest of them have blanks? /,0
2298,"[ What's, + what's ] your most recent one that you've seen? /",0
2299,"{F oh, } AIR AMERICA. /",0
2300,Have you seen WILD ORCHID? /,0
2301,is it good? /,0
2302,"do you like, {F uh, } steamy movies <laughter>. /",0
2303,what type of movies do you like? /,0
2304,Do you like suspense movies  /,0
2305,what do you mean  /,0
2306,"[ {D like, } + {D like } ] are you talking about movies # like DIE HARD TWO. # /",0
2307,What was your favorite all time movie? /,0
2308,Do you know which one yours was? /,0
2309,"{F Oh, } you haven't? /",0
2310,should I rent it? /,0
2311,Should I go rent it tomorrow <laughter>. /,0
2312,Really. /,0
2313,I guess it's a rental. /,0
2314,what's his first name.  /,0
2315,"{F Um, } it's not David is it? /",0
2316,Is it David Segal.  /,0
2317,"{C And, }  {F um, } I don't know if you like this kind,  /",0
2318,"{F Uh, } have you seen SHRIMP ON THE  (( BARBY )) ? /",0
2319,"It must have, {F uh, } what's his name in it. /",0
2320,"it doesn't, /",0
2321,"{F Uh, } Hogan? /",0
2322,"really,  /",0
2323,"{F Oh } really,  <laughter>  that must be pretty good then,  /",0
2324,was it good. /,0
2325,{D Actually } did you see DIRTY ROTTEN SCOUNDRELS? /,0
2326,"what's the one that just, - /",0
2327,"{F oh, } DANCES WITH WOLVES, have you seen that yet? /",0
2328,Really. /,0
2329,"{D Now } did you see, {F uh, } DRIVING MISS DAISY? /",0
2330,{C so } your a homemaker? /,0
2331,Have you gotten your catalog yet? /,0
2332,"{F Oh, } really. /",0
2333,<Clicking> Have you had that experience recently? /,0
2334,"{F Uh, } what about you? /",0
2335,"{D So, }  {F um, } how do you feel about the crime in your city?  /",0
2336,# What # part of California # are you from? # /,0
2337,"{F Oh, } really?   /",0
2338,Do you have that where you live  /,0
2339,"{F Oh, } # is that right? # /",0
2340,"is that what  [ you, + you ] did in your program?  Where you have a list of license plates? /",0
2341,It isn't? /,0
2342,Really. /,0
2343,"{F Um, } what do you think <laughter> the major cause of air pollution or at least in the Boston areas, -/",0
2344,Is that so? /,0
2345,{E I mean } {D you know } what it's like here. -/,0
2346,"I don't know if you ever got caught in a traffic jam behind a bus, /",0
2347,do you have any pets? /,0
2348,"{F Oh, } what kind is it? /",0
2349,"{F Oh, } he's got a blue tongue? /",0
2350,"Was the guinea pig [ for your, +",0
2351,Really? /,0
2352,"{F Um, } [ how, + how ] old is your child? /",0
2353,Five? /,0
2354,"{C So, }  you had the dogs before you had the baby? /",0
2355,What color are they? /,0
2356,"{F Oh, } I bet the black one's pretty. /",0
2357,About your # baby. # /,0
2358,"[ the, +  the ] Cockatoos, are those the big ones? /",0
2359,Are they? /,0
2360,"I guess you didn't get your deposit back, did you? /",0
2361,"{F Oh, } is he? /",0
2362,"{D So } how many, {F um, } credit cards do you have? /",0
2363,Is that why you said I had more experience than you? /,0
2364,"{D Well, } [ how, +  how ] do you use your credit card?  /",0
2365,"{E I mean, } do you just keep it in reserve,  /",0
2366,"[  How, + how ] do you use it?  <Laughter>. /",0
2367,"{D Now } are you married, that you both, you and your wife use a credit card,  /",0
2368,What are some of your favorite foods? /,0
2369,"You serve that yourself, or [ the, + for ] a family? /",0
2370,You ever serve that yourself when you have company? /,0
2371,"Do you buy them, {F um, } separately at, {D you know, } an American grocery store now,  /",0
2372,"[ you don't, + you don't ] go buy it from a wholesaler. /",0
2373,"[   What do you, + [ what other,  + what dishes ] do you ] serve with it? /",0
2374,"Do you remember when you were in Washington, Sam the Argentine baker? /",0
2375,Are you? /,0
2376,I don't know if you have one. /,0
2377,Is it? /,0
2378,What kind of fish? /,0
2379,it's that sweet Chinese sauce? /,0
2380,"<Noise>  {F Uh, } [ how much, + {F uh, } how much ] pork do you buy --",0
2381,{C And } how much does it cost? /,0
2382,"{F Um, } the hoi sin sauce? /",0
2383,"{C And, }  {F uh, } seems like all big cities have plenty of that nowadays, doesn't it? /",0
2384,Do you really believe that?  /,0
2385,"{C and } the economy hasn't been,",0
2386,What kind of newspaper do you get down there? /,0
2387,What kind? /,0
2388,"[ [ D-, + do  they, ] + do they ] play up the local crime angles  /",0
2389,Really? /,0
2390,{C So } this is a topic of personal interest. /,0
2391,what kind of system do you have? /,0
2392,"[ [ Is, +",0
2393,"{D Well, } is that a necessary feature to have somebody, {D you know, } at the other end of the line  /",0
2394,"[ [  {C S-, } + {C s-, } ] + {C so } ] you got a sign up there that says you got this alarm system <noise>. /",0
2395,Uh-huh. /,0
2396,{C And } what if a burglar comes along and cuts your phone line? /,0
2397,How does it do that? /,0
2398,"{C But, }  {F uh, } {D well } [ don't, + don't ]  you all have a pretty high crime rate up there? /",0
2399,Is that right? /,0
2400,"[ [ {C S-, } +  {C s-, } ] + {C so, } ] what's the solution? /",1
2401,what are your suggestions in making a family reunion successful <laughter>. /,0
2402,"# [ Have # you had any in the la-, + ha-, ] - /",0
2403,{D well } how old are you? /,0
2404,"{C so } [ you ha-, # +",0
2405,"{D Now } how long in advance do they, {F uh, } let them know? /",0
2406,"do they all have the small children too, that come? /",0
2407,{C So } all ages. /,0
2408,"{F Uh, } those are the ones that are in Texas? /",0
2409,where in Indiana? /,0
2410,"Lafayette,  I don't know where,  /",0
2411,"{F uh, } when is your next one, {F uh, } scheduled now. /",0
2412,{C and } do you think you'll have a baby to take back with you <laughter>. /,0
2413,"{C and } [ ha-, + then all of your family probably has ] not met your husband. /",0
2414,"# {F Oh, } is he?  # /",0
2415,"[ {C And, } + {C and } ] [ he's living, + your both living ] in Sherman. /",0
2416,Do you work to T I? /,0
2417,{C and } does he? /,0
2418,"{F Oh, } really. /",0
2419,Are they getting all the data they need? /,0
2420,{F Oh } really. /,0
2421,"# {C but } # anyway, {F uh, } I guess we're supposed to be talking about family reunions aren't we <laughter>. /",0
2422,{C so } you said that you live in Coppell. /,0
2423,{C So } what is your house like? /,0
2424,-- is it one you're renting or buying? /,0
2425,Do you have any children? /,0
2426,Do you? /,0
2427,how many bedrooms is it? /,0
2428,{C And } how old's the youngest? /,0
2429,is Coppell a nice area to live? /,0
2430,"[ Do you, +  do you ]  hope to have children,  /",0
2431,"{D Well, } do you have any pets? /",0
2432,"{D Well, } do they stay inside,  /",0
2433,"{D Well, } what are the colors in your house? /",0
2434,"{F Oh, } I bet that's pretty. /",0
2435,how about in Coppell?  /,0
2436,"Indianapolis got that, didn't they? /",0
2437,"{F Uh, } how do you feel about taxes? /",0
2438,You think the rich are paying too much? /,0
2439,Why bother working? /,1
2440,Really? /,0
2441,Are you?  /,0
2442,"{E I mean, } nothing comparable, I guess, to what you've had before. /",0
2443,right? /,0
2444,have you done much camping? /,0
2445,"{F Um, }  {D now } do you have a lot mountains,  /",0
2446,"{D well, } you don't have mountains in Texas, do you.  /",0
2447,Where do you find places to camp? /,0
2448,# <Laughter> #  How about yourself? /,0
2449,"[  What, + {F uh, } what ] kind of camping do they like best?  /",0
2450,Do they like it where they have tents  /,0
2451,"{C and, }  {F uh, } do they cook on stoves? /",0
2452,Course I imagine it gets cold in parts of Utah. /,0
2453,"{F Oh, } is that right? /",0
2454,"{F Oh, } {C and } what does that consist of? /",0
2455,"{F Um, } {C so, }  have you had any [ adventures on your camping trips, with, + encounters with  ] wild animals or anything like that? /",0
2456,# Do you know what # --,0
2457,{C But } they won't necessarily attack a human or bite you or anything. /,0
2458,"{D Well, } [ I don't, + {E I mean, } I don't ] know what you think about the, subject,  /",0
2459,"I wonder if a judge didn't have control of that if some of that would change, {D you know. } /",1
2460,did you (( grow up ))  in the farm. /,0
2461,It's not all that long ago is it <laughter>. /,1
2462,Whereabouts? /,0
2463,It was a little easier though wasn't it? /,0
2464,Isn't that true.  /,1
2465,"{C But } that helps a lot, /",0
2466,"[  What was, + what was ] your name again? /",0
2467,{C And } your name was? /,0
2468,"{D Well, } what kind of car would I want to buy. /",0
2469,"{F Oh, } {D well, } [ if you, + if you ]  had [ all your, + all the ] money in the world or  something. -/",0
2470,"{F Oh, } really? /",0
2471,What do you have now? /,0
2472,{D So } what car do you drive?  /,0
2473,What is it? /,0
2474,Do you like it? /,0
2475,"{F Uh, } [ what, +  what ] rental agent did you go to [ to actually rent -- +",0
2476,Really. /,0
2477,"You work for a big company, then. /",0
2478,"It did, {F huh. } /",0
2479,Bumper? /,0
2480,"{F Um, } [ if you were, + if you were ]  going to, {F uh, } buy a new car would you buy [ another, + {F uh, } another ] Accord? /",0
2481,How did it go for you? /,0
2482,<Laughter> Hasn't left you stranded. /,0
2483,What do you think? /,0
2484,"[ aren't )) + don't ] # [ they kind of use them for, + everybody kind of use them for ] guinea pigs? [ For their per-, + for their pet theories ] or some such thing? /",0
2485,"You have other friends that have kids, {F uh, } being taken care of in, {F uh, } child care? /",0
2486,"[ What, + what ] changes do you think have taken place in the last generation? /",0
2487,"[ When, + when ] your wife has her baby, is she going to stay home  /",0
2488,<<Very faint>> What do you think? /,0
2489,"[ What, + [ how do you, + what do you think? ] ] /",0
2490,About? /,0
2491,"[ do-, + do ] you think there's going to be still a family unit  /",0
2492,{D So } do you have an opinion on credit cards? /,0
2493,You do? /,0
2494,"[ What, +  what ] do you think about them? /",0
2495,Really? /,0
2496,"{F Oh, } really? /",0
2497,Was a Visa card? /,0
2498,Are you?  /,0
2499,{C So } do you just have two kids  /,0
2500,"{F Oh, } really? /",0
2501,"{F Oh, } are you? /",0
2502,"<<Very faint>> [ Are you a, + you're a ] Mormon then? /",0
2503,What's that? /,0
2504,Have you done a lot of this? /,0
2505,"{F Oh, } really? /",0
2506,Do you do it every day? /,0
2507,A type of work station? /,0
2508,Is it a two eighty-six or three eighty-six base machine? /,0
2509,It's eighty eighty-eight? /,0
2510,"{F Uh } <<pause>>, what type of, {F uh, } utilizations do you make of it?  /",0
2511,"Have you been, {F uh, } struggling along those lines? /",0
2512,You come here with the B level of specs? /,0
2513,"[ is, + is ] that the newest thing now, the four eighty-six? /",0
2514,Are you in the middle of anything? /,0
2515,# The whole thing? # /,0
2516,Did the framing and all? /,0
2517,"Did [ [ you, + you ] framed   it in f-, +  {F uh, }  [ [ on, +   on, ] + ]  you framed in ] new square footage  /",0
2518,"{C or } was it stuff that was already, {F uh, } # enclosed? # /",0
2519,"# [ {C A-, } + {C and } ] # [ you knew how, + you knew how ] to do the framing? /",0
2520,"[ Do, + do ] you build on slabs down there or did you build it up off the ground? /",0
2521,On the piers? /,0
2522,You had those # poured # -- /,0
2523,-- {C or } you did them yourself? /,0
2524,You just put forms in the ground and fill them with concrete? /,0
2525,"All done by yourself, {F huh? } /",0
2526,what kind of hobbies do you have? /,0
2527,What types of crafts do you do? /,0
2528,"How about movies,  /",0
2529,do you like to go to movies? /,0
2530,"Have you tried [ any, + growing any, ] {F um, } {D like } fruits and vegetables or  anything?  /",0
2531,"I guess vegetables are [ [ in, + insi-, ] + {D like } in ] pots and stuff? /",0
2532,"I don't know if you'd call that a hobby,  /",0
2533,<Laughter>  ((   )) . [ Can you + --,0
2534,"Sulked for a while, {F huh } <laughter>. /",0
2535,Where to start. /,1
2536,", isn't (( Tigon )) , {F uh, } part of G T E or vice versa or something like that. /",0
2537,Aspen? /,0
2538,"{D Well, } what [ d-, + do ] you think in terms of, {F uh, } benefits? /",0
2539,"{C so. } I don't know if you participate in that or not,  /",0
2540,-- isn't it great?  <laughter>  /,0
2541,"{C so. }  Does T I have a pretty good retirement package, do you think? /",0
2542,Do you?  /,0
2543,Yeah? /,0
2544,Do you really not? /,0
2545,Is it really?  /,0
2546,Think so? /,0
2547,What do you think?  <noise>. /,0
2548,"{E I mean } our kids, where would they be without Nintendo and, {D you know, } their T V shows - /",1
2549,{C so } you enjoy camping? /,0
2550,# Is it?  /,0
2551,Do you have electricity out there. /,0
2552,"{F Uh, } do you have children # in school? # /",0
2553,# {C So } # you see a big difference then # in before and # --,0
2554,A lot of testing? /,0
2555,"What's # the new criteria, {F huh. } /",1
2556,do you have the standardized testing now? /,0
2557,{C and } I don't know if you've heard of Plano  /,0
2558,"{D Well } that makes it hard for you, doesn't it. # /",0
2559,# How about # the kids.  /,0
2560,How are they coping with it? /,0
2561,# {C So } what # --,1
2562,# Is that right? # /,0
2563,"{F Uh, } do you have the before school care,",0
2564,"[ {C but, } +  {C and } ] that's kind of blood and guts, isn't it.  /",0
2565,"he maims them pretty good, doesn't he? /",0
2566,Did she? /,0
2567,"{F Oh, } [ I haven't, +  I didn't ] hear that was coming out. /",0
2568,"-- that was a Disney movie, wasn't it.  /",0
2569,"{F Oh, } [ that's the, + that's the  ] one where they burn down the house or something -- /",0
2570,-- the house explodes? /,0
2571,"is easy to find [ pa-, +  {F uh, } painters ] to do this for you? /",0
2572,"are you talking,",0
2573,"{C So }  y'all, you  haven't had [ any, + any ] jobs painted in your house [ or + ] recently ((   )) . /",0
2574,What are your hobbies?  /,0
2575,"I hear you have kids, right? /",0
2576,"<Laughter> That's your full time, {F uh, } hobby, right? /",0
2577,What do you like to do? /,0
2578,What size do you have now? /,0
2579,"Have you ever had it, {F uh, } crack or break or leak. /",0
2580,Do you have all kinds of different fish  /,0
2581,"Do you have problems with [ them, + {F uh, } the fish  ] eating each other? /",0
2582,how do you isolate them? /,0
2583,A jar or something  /,0
2584,That works all right then.  /,0
2585,They will. /,0
2586,Isn't that odd. /,0
2587,"{C And } that just makes you sick almost, doesn't it? /",0
2588,{D well } --,1
2589,"{C but. }  If you're like me, you never have enough time for the hobbies. /",0
2590,"do you have any special interest in, {F uh, } space flight? /",0
2591,<Laughter> What do you do now? /,0
2592,I don't know what you think <laughter> about all that. /,0
2593,was it John Denver [ that + that ] tried to buy his way on to the space shuttle? /,0
2594,"{F Uh, } {D well } how is it appropriate to be talking about exercise attitudes?  <Breathing> <laughter>. /",0
2595,You're a student? /,0
2596,"{D So, } {C and } how do you feel about it? <Laughter>. /",0
2597,"Is that why you like aerobics classes, because [ you're not, sort of, + ] someone else is doing the counting for you,   so,",0
2598,"do you, - /",0
2599,"does California have a, -/",0
2600,"{D Now } do you think that's because they've realized that for whole health,  that,  [ the, + ] {D you know, } you have to have that combination, or  that people are motivated that way so that they've incorporated that into their program. /",0
2601,"# Do you # think the program came # first or the, # -/",0
2602,"{F Oh, } are you also <laughter>, /",0
2603,"[ is that, + is that, ] {F um, } pretty predominant as far as California do-, doe-, -/",0
2604,In the urban areas?  /,0
2605,Really? /,0
2606,Why? /,0
2607,"# There's that type of segregation, {F huh? } # /",0
2608,Do you follow professional sports at all? /,0
2609,"# {C So } # I shouldn't even try to do it, {F huh } <laughter>? /",0
2610,Do we? /,0
2611,"# {D Now, } # have you ever been to a professional football game? /",0
2612,# Have you? # /,0
2613,"Did you do [ the whole big, th-, + the whole thing, ] the tailgate party and # the whole, # -/",0
2614,"{F Uh, } what do you feel about come of the things that need to, -/",0
2615,"{F Uh, } do you, {F uh, } have anyone that you're seriously needing to, {F uh, } feed information to?  /",0
2616,"{F Uh, } have you every been tested for a new job or anything? /",0
2617,"[ Have you, + {D well }  (( {F wai-, } ))  have you  ] had any experience with it at all? /",0
2618,{C So } what do you think about that? /,0
2619,"[ How, + do you know how  ] wrong they are?  /",0
2620,"[ Are they, + {E I mean, }  is  there ] a # margin of error? # /",0
2621,what do you like to cook? /,0
2622,Is that what you usually cook when you have a party. /,0
2623,"How about you,  /",0
2624,"what do you like [ to, + to ] cook? /",0
2625,"Do you find yourself, {F um, } with all the, {F um, } cholesterol [ and, + and ] high fiber changing the way [ that you  fi-, + that you entertain?  ] /",0
2626,"{C So, } do you have anything else you want to say about it? /",0
2627,"{D Well, } do you exercise regularly? /",0
2628,"That doesn't really do it, does it? /",1
2629,"{D So, } how is the weather out there? /",0
2630,"{F Oh, } really? /",0
2631,How about you guys? /,0
2632,"{F Oh, } really?  /",0
2633,What part? /,0
2634,"{F Oh, } really?  /",0
2635,It's more humid in Utah than there? /,0
2636,"[ {C But,  } + {C so }  ] how long ago <baby> did you graduate?  /",0
2637,"{F Oh, } really? /",0
2638,{C So } you just barely moved away? /,0
2639,Do you like it out there? /,0
2640,You do? /,0
2641,{C So } you just moved away a year ago? /,0
2642,"{C So, } what's the temperature up today over there? /",0
2643,"{F Oh, } really? /",0
2644,"{C So, } did you used to ski when you were out here? /",0
2645,Did you used to ski when you were in Utah? /,0
2646,"{F Oh, } really? /",0
2647,"{C But, } do you do a lot of skiing there? /",0
2648,{C So } is this your first year in Utah? /,0
2649,{C And } you're going to school there? /,0
2650,"At U of U,  /",0
2651,"{F Oh, } really? /",0
2652,What's your major? /,0
2653,Did you graduate in a certain field  /,0
2654,"{C or, } -/",0
2655,"In, -/",0
2656,Really? /,0
2657,"{F Oh, } really? /",0
2658,"{F Oh, } have they? /",0
2659,What are your favorite shows? /,0
2660,Haven't you? /,0
2661,How about you? /,0
2662,Do you? /,0
2663,Do you watch any of those? /,0
2664,"-- [ what, + what ] ones do you get into? /",0
2665,How old? /,0
2666,"{C So, } [ you're, + you aren't ] a SESAME STREET fan? /",0
2667,"what time is that on,  /  *[[listen; strange ? placement]]",0
2668,Isn't it strange how people are fascinated by other people that they think are strange <laughter>? /,0
2669,is it snowing up there? /,0
2670,"{D Well, } {D now, } do you work for T I? /",0
2671,Have you made a lot of calls  /,0
2672,Do you get paid for these? /,0
2673,"{F Uh, } don't you have to do it as part of its, -/",0
2674,They tell you our topic? /,0
2675,Do you have pets? /,0
2676,How about you guys? /,0
2677,what kind of birds do you have? /,0
2678,"[ En-, + enjoy  ] them?  /",0
2679,You let them out and let them fly around and everything? /,0
2680,It killed him? /,0
2681,Are you? /,0
2682,"[ Up, + up ] there, [ maybe, + maybe ] you guys don't have as, {F uh, } big a problem with air pollution as many, do you? /",0
2683,Do you really? /,0
2684,{C So } what's the conditions like in Dallas? /,0
2685,how'd you like to own a piece of property where your lake is going sour --,1
2686,"[ Do you find that, + {F um, } [ {E or, } + {E or } ] do you hypothesize [ that, + that ] ] most of the, {F uh, } smog [ or, + or  ] air pollution comes from vehicles  /",0
2687,{C or } does it come mostly from industry up there? /,0
2688,{F Oh } really? /,0
2689,How about yourself? /,0
2690,Really? /,0
2691,Do you like to cook? /,0
2692,"{F Oh, } really? /",0
2693,"Yeah,  /",0
2694,Do you do barbecues? /,0
2695,"# {D Well, } {F uh, } {F uh, } smoking and # all that stuff? /",0
2696,what kind of house do you live in? /,0
2697,Have you been living there very long? /,0
2698,"{F Oh, } really? /",0
2699,what kind of roof does your house have?  /,0
2700,"{D Well, } {F uh, } [ what + <laughter> what ] do you think about the metric system?  /",0
2701,"{F Uh, }  do you, {F uh, } find it useable?  /",0
2702,Have you tried much with it? /,0
2703,You don't? /,0
2704,Did they switch? /,0
